1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.500000000000000000e+01,8.200000000000000000e+01,4.860000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,9.999900000000000000e+04,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+01,8.200000000000000000e+01,1.570000000000000000e+02,1.970000000000000000e+02,6.280000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01,9.999900000000000000e+04,3.000000000000000000e+00,1.500000000000000000e+01,3.000000000000000000e+00,1.500000000000000000e+01,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01
3.000000000000000000e+00,1.000000000000000000e+01,5.900000000000000000e+01,1.340000000000000000e+02,1.600000000000000000e+02,5.610000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,9.999900000000000000e+04,1.500000000000000000e+01,3.000000000000000000e+00,1.500000000000000000e+01,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01
4.000000000000000000e+00,1.000000000000000000e+01,2.800000000000000000e+01,1.030000000000000000e+02,1.170000000000000000e+02,5.650000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,9.999900000000000000e+04,1.500000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+01,1.260000000000000000e+02,2.010000000000000000e+02,2.610000000000000000e+02,7.350000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,9.999900000000000000e+04,1.500000000000000000e+01,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01
6.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,9.500000000000000000e+01,1.060000000000000000e+02,5.240000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,9.999900000000000000e+04,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00
7.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+02,1.850000000000000000e+02,2.290000000000000000e+02,6.640000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,3.000000000000000000e+00,1.500000000000000000e+01,9.999900000000000000e+04,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01
8.000000000000000000e+00,1.000000000000000000e+01,2.300000000000000000e+01,9.800000000000000000e+01,1.080000000000000000e+02,5.230000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00
9.000000000000000000e+00,1.000000000000000000e+01,4.200000000000000000e+01,1.170000000000000000e+02,1.320000000000000000e+02,5.780000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+01,4.200000000000000000e+01,1.170000000000000000e+02,1.300000000000000000e+02,5.690000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00
