1.000000000000000000e+00,1.000000000000000000e+01,5.400000000000000000e+01,1.290000000000000000e+02,1.550000000000000000e+02,5.590000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,9.999900000000000000e+04,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01
2.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+02,1.950000000000000000e+02,2.580000000000000000e+02,7.440000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,9.999900000000000000e+04,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01
3.000000000000000000e+00,1.000000000000000000e+01,1.400000000000000000e+01,8.900000000000000000e+01,9.800000000000000000e+01,5.100000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+01,2.100000000000000000e+01,9.600000000000000000e+01,1.060000000000000000e+02,5.210000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+01,3.500000000000000000e+01,1.100000000000000000e+02,1.230000000000000000e+02,5.550000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
6.000000000000000000e+00,1.000000000000000000e+01,4.500000000000000000e+01,1.200000000000000000e+02,1.350000000000000000e+02,5.760000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
7.000000000000000000e+00,1.000000000000000000e+01,4.900000000000000000e+01,1.240000000000000000e+02,1.380000000000000000e+02,5.770000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
8.000000000000000000e+00,1.000000000000000000e+01,5.100000000000000000e+01,1.260000000000000000e+02,1.400000000000000000e+02,5.730000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00
9.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+01,1.350000000000000000e+02,1.500000000000000000e+02,5.910000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+01,8.500000000000000000e+01,1.600000000000000000e+02,1.800000000000000000e+02,6.570000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04
