1.000000000000000000e+00,1.000000000000000000e+01,5.400000000000000000e+01,1.290000000000000000e+02,1.550000000000000000e+02,5.590000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,9.999900000000000000e+04,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+01,1.150000000000000000e+02,1.900000000000000000e+02,2.500000000000000000e+02,7.320000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,9.999900000000000000e+04,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,8.400000000000000000e+01,9.300000000000000000e+01,5.010000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
4.000000000000000000e+00,1.000000000000000000e+01,1.400000000000000000e+01,8.900000000000000000e+01,9.800000000000000000e+01,5.090000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
5.000000000000000000e+00,1.000000000000000000e+01,2.500000000000000000e+01,1.000000000000000000e+02,1.110000000000000000e+02,5.360000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
6.000000000000000000e+00,1.000000000000000000e+01,3.200000000000000000e+01,1.070000000000000000e+02,1.200000000000000000e+02,5.520000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
7.000000000000000000e+00,1.000000000000000000e+01,3.400000000000000000e+01,1.090000000000000000e+02,1.210000000000000000e+02,5.500000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
8.000000000000000000e+00,1.000000000000000000e+01,3.400000000000000000e+01,1.090000000000000000e+02,1.200000000000000000e+02,5.440000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
9.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+01,1.150000000000000000e+02,1.280000000000000000e+02,5.570000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
1.000000000000000000e+01,1.000000000000000000e+01,5.900000000000000000e+01,1.340000000000000000e+02,1.510000000000000000e+02,6.100000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
