1 ,720 ,1 ,601 ,908 ,2401 ,1 ,1 ,90 ,90 ,113 ,113 ,90 ,90 ,113 ,90 ,135 ,113 ,90 ,90 ,113 ,113 ,90 ,113 ,90 ,90 ,90 ,90 ,90 ,113 ,90 ,135 ,113 ,113 ,90 ,113 ,113 ,113 ,90 ,135 ,90 ,90 ,113 ,113 ,90 ,90 ,113 ,90 ,90 ,135 ,90 ,90 ,113 ,113 ,113 ,90 ,113 ,113 ,113 ,90 ,113 ,113 ,113 ,113 ,113 ,90 ,90 ,90 ,90 ,113 ,113 ,113 ,113 ,90 ,90 ,113 ,113 ,113 ,113 ,113 ,135 ,113 ,113 ,90 ,135 ,90 ,90 ,113 ,90 ,113 ,90 ,113 ,113 ,90 ,113 ,113 ,90 ,90 ,90 ,90 ,90 ,113 ,90 ,113 ,113 ,90 ,113 ,90 
2 ,720 ,125 ,725 ,1027 ,2525 ,2 ,2 ,90 ,90 ,113 ,113 ,90 ,90 ,113 ,90 ,135 ,113 ,90 ,90 ,113 ,113 ,90 ,113 ,90 ,90 ,90 ,90 ,90 ,113 ,90 ,135 ,113 ,113 ,90 ,113 ,113 ,113 ,90 ,135 ,90 ,90 ,113 ,113 ,90 ,90 ,113 ,90 ,90 ,135 ,90 ,90 ,113 ,113 ,113 ,90 ,113 ,113 ,113 ,90 ,113 ,113 ,113 ,113 ,113 ,90 ,90 ,90 ,90 ,113 ,113 ,113 ,113 ,90 ,90 ,113 ,113 ,113 ,113 ,113 ,135 ,113 ,113 ,90 ,135 ,90 ,90 ,113 ,90 ,113 ,90 ,113 ,113 ,90 ,113 ,113 ,90 ,90 ,90 ,90 ,90 ,113 ,90 ,113 ,113 ,90 ,113 ,90 
3 ,720 ,328 ,928 ,1378 ,2728 ,1 ,2 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 
4 ,720 ,374 ,974 ,1502 ,2774 ,2 ,1 ,68 ,68 ,90 ,68 ,68 ,68 ,90 ,68 ,90 ,68 ,68 ,68 ,90 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,90 ,90 ,68 ,68 ,68 ,68 ,68 ,68 ,90 ,68 ,68 ,68 ,90 ,68 ,68 ,68 ,68 ,68 ,90 ,68 ,68 ,68 ,90 ,90 ,68 ,68 ,68 ,68 ,68 ,90 ,68 ,68 ,90 ,90 ,68 ,68 ,68 ,68 ,68 ,90 ,90 ,90 ,68 ,68 ,68 ,90 ,90 ,68 ,68 ,90 ,90 ,68 ,68 ,90 ,68 ,68 ,90 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,90 ,68 
5 ,720 ,456 ,1056 ,1618 ,2856 ,2 ,2 ,90 ,90 ,113 ,113 ,90 ,90 ,113 ,90 ,135 ,113 ,90 ,90 ,113 ,113 ,90 ,113 ,90 ,90 ,90 ,90 ,90 ,113 ,90 ,135 ,113 ,113 ,90 ,113 ,113 ,113 ,90 ,135 ,90 ,90 ,113 ,113 ,90 ,90 ,113 ,90 ,90 ,135 ,90 ,90 ,113 ,113 ,113 ,90 ,113 ,113 ,113 ,90 ,113 ,113 ,113 ,113 ,113 ,90 ,90 ,90 ,90 ,113 ,113 ,113 ,113 ,90 ,90 ,113 ,113 ,113 ,113 ,113 ,135 ,113 ,113 ,90 ,135 ,90 ,90 ,113 ,90 ,113 ,90 ,113 ,113 ,90 ,113 ,113 ,90 ,90 ,90 ,90 ,90 ,113 ,90 ,113 ,113 ,90 ,113 ,90 
6 ,720 ,519 ,1119 ,1235 ,2919 ,1 ,2 ,90 ,90 ,113 ,113 ,90 ,90 ,113 ,90 ,135 ,113 ,90 ,90 ,113 ,113 ,90 ,113 ,90 ,90 ,90 ,90 ,90 ,113 ,90 ,135 ,113 ,113 ,90 ,113 ,113 ,113 ,90 ,135 ,90 ,90 ,113 ,113 ,90 ,90 ,113 ,90 ,90 ,135 ,90 ,90 ,113 ,113 ,113 ,90 ,113 ,113 ,113 ,90 ,113 ,113 ,113 ,113 ,113 ,90 ,90 ,90 ,90 ,113 ,113 ,113 ,113 ,90 ,90 ,113 ,113 ,113 ,113 ,113 ,135 ,113 ,113 ,90 ,135 ,90 ,90 ,113 ,90 ,113 ,90 ,113 ,113 ,90 ,113 ,113 ,90 ,90 ,90 ,90 ,90 ,113 ,90 ,113 ,113 ,90 ,113 ,90 
7 ,720 ,548 ,1148 ,1520 ,2948 ,2 ,1 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 
8 ,720 ,595 ,1195 ,1401 ,2995 ,2 ,2 ,90 ,90 ,113 ,113 ,90 ,90 ,113 ,90 ,135 ,113 ,90 ,90 ,113 ,113 ,90 ,113 ,90 ,90 ,90 ,90 ,90 ,113 ,90 ,135 ,113 ,113 ,90 ,113 ,113 ,113 ,90 ,135 ,90 ,90 ,113 ,113 ,90 ,90 ,113 ,90 ,90 ,135 ,90 ,90 ,113 ,113 ,113 ,90 ,113 ,113 ,113 ,90 ,113 ,113 ,113 ,113 ,113 ,90 ,90 ,90 ,90 ,113 ,113 ,113 ,113 ,90 ,90 ,113 ,113 ,113 ,113 ,113 ,135 ,113 ,113 ,90 ,135 ,90 ,90 ,113 ,90 ,113 ,90 ,113 ,113 ,90 ,113 ,113 ,90 ,90 ,90 ,90 ,90 ,113 ,90 ,113 ,113 ,90 ,113 ,90 
9 ,720 ,601 ,1201 ,1584 ,3001 ,1 ,1 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 
10 ,720 ,618 ,1218 ,1343 ,3018 ,2 ,2 ,68 ,68 ,90 ,68 ,68 ,68 ,90 ,68 ,90 ,68 ,68 ,68 ,90 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,90 ,90 ,68 ,68 ,68 ,68 ,68 ,68 ,90 ,68 ,68 ,68 ,90 ,68 ,68 ,68 ,68 ,68 ,90 ,68 ,68 ,68 ,90 ,90 ,68 ,68 ,68 ,68 ,68 ,90 ,68 ,68 ,90 ,90 ,68 ,68 ,68 ,68 ,68 ,90 ,90 ,90 ,68 ,68 ,68 ,90 ,90 ,68 ,68 ,90 ,90 ,68 ,68 ,90 ,68 ,68 ,90 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,68 ,90 ,68 
