1.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,9.999900000000000000e+04,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02
2.000000000000000000e+00,3.000000000000000000e+01,4.000000000000000000e+00,7.900000000000000000e+01,1.370000000000000000e+02,1.960000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,9.600000000000000000e+01,9.999900000000000000e+04,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02
3.000000000000000000e+00,3.000000000000000000e+01,7.100000000000000000e+01,1.460000000000000000e+02,2.710000000000000000e+02,3.960000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,7.200000000000000000e+01,7.200000000000000000e+01,9.999900000000000000e+04,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01
4.000000000000000000e+00,3.000000000000000000e+01,1.510000000000000000e+02,2.260000000000000000e+02,3.510000000000000000e+02,4.760000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,9.999900000000000000e+04,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01
5.000000000000000000e+00,3.000000000000000000e+01,2.310000000000000000e+02,3.060000000000000000e+02,4.310000000000000000e+02,5.560000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,9.999900000000000000e+04,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01
6.000000000000000000e+00,3.000000000000000000e+01,3.030000000000000000e+02,3.780000000000000000e+02,5.030000000000000000e+02,6.280000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.999900000000000000e+04,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02
7.000000000000000000e+00,3.000000000000000000e+01,4.530000000000000000e+02,5.280000000000000000e+02,6.260000000000000000e+02,7.240000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.999900000000000000e+04,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02
8.000000000000000000e+00,3.000000000000000000e+01,5.600000000000000000e+02,6.350000000000000000e+02,7.270000000000000000e+02,8.200000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,9.999900000000000000e+04,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02
9.000000000000000000e+00,3.000000000000000000e+01,6.950000000000000000e+02,7.700000000000000000e+02,8.950000000000000000e+02,1.020000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,9.999900000000000000e+04,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01
1.000000000000000000e+01,3.000000000000000000e+01,7.670000000000000000e+02,8.420000000000000000e+02,9.670000000000000000e+02,1.092000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.999900000000000000e+04,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02
