1.000000000000000000e+00,4.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,9.999900000000000000e+04,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,2.280000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.280000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,1.810000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01
2.000000000000000000e+00,4.000000000000000000e+01,4.000000000000000000e+00,7.900000000000000000e+01,7.900000000000000000e+01,9.600000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,9.600000000000000000e+01,9.999900000000000000e+04,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,2.280000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.280000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,1.810000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01
3.000000000000000000e+00,4.000000000000000000e+01,6.900000000000000000e+01,1.440000000000000000e+02,1.440000000000000000e+02,1.920000000000000000e+02,4.000000000000000000e+00,4.000000000000000000e+00,9.600000000000000000e+01,9.600000000000000000e+01,9.999900000000000000e+04,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,2.280000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.280000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,1.810000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01
4.000000000000000000e+00,4.000000000000000000e+01,1.290000000000000000e+02,2.040000000000000000e+02,2.040000000000000000e+02,3.920000000000000000e+02,3.000000000000000000e+00,3.000000000000000000e+00,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,9.999900000000000000e+04,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.000000000000000000e+01,1.100000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,1.100000000000000000e+02,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
5.000000000000000000e+00,4.000000000000000000e+01,1.890000000000000000e+02,2.640000000000000000e+02,2.640000000000000000e+02,4.640000000000000000e+02,4.000000000000000000e+00,4.000000000000000000e+00,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.999900000000000000e+04,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,2.280000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.280000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,1.810000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01
6.000000000000000000e+00,4.000000000000000000e+01,2.450000000000000000e+02,3.200000000000000000e+02,3.200000000000000000e+02,5.600000000000000000e+02,4.000000000000000000e+00,4.000000000000000000e+00,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,9.999900000000000000e+04,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,2.280000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.280000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,1.810000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01
7.000000000000000000e+00,4.000000000000000000e+01,4.530000000000000000e+02,5.280000000000000000e+02,5.280000000000000000e+02,7.600000000000000000e+02,3.000000000000000000e+00,3.000000000000000000e+00,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,9.999900000000000000e+04,7.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.000000000000000000e+01,1.100000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,1.100000000000000000e+02,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
8.000000000000000000e+00,4.000000000000000000e+01,5.600000000000000000e+02,6.350000000000000000e+02,6.350000000000000000e+02,8.320000000000000000e+02,4.000000000000000000e+00,4.000000000000000000e+00,9.600000000000000000e+01,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+02,9.999900000000000000e+04,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,2.280000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,1.810000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01,2.280000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,2.000000000000000000e+02,1.810000000000000000e+02,2.000000000000000000e+02,9.600000000000000000e+01,9.600000000000000000e+01
9.000000000000000000e+00,4.000000000000000000e+01,6.550000000000000000e+02,7.300000000000000000e+02,7.300000000000000000e+02,1.032000000000000000e+03,3.000000000000000000e+00,3.000000000000000000e+00,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,9.999900000000000000e+04,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.000000000000000000e+01,1.100000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,1.100000000000000000e+02,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
1.000000000000000000e+01,4.000000000000000000e+01,6.910000000000000000e+02,7.660000000000000000e+02,7.660000000000000000e+02,1.112000000000000000e+03,3.000000000000000000e+00,3.000000000000000000e+00,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,9.999900000000000000e+04,7.200000000000000000e+01,7.200000000000000000e+01,7.000000000000000000e+01,1.100000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,1.100000000000000000e+02,8.000000000000000000e+01,7.200000000000000000e+01,8.000000000000000000e+01,7.000000000000000000e+01,8.000000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
