1.000000000000000000e+00,3.500000000000000000e+01,7.000000000000000000e+00,8.200000000000000000e+01,9.200000000000000000e+01,5.100000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,9.999900000000000000e+04,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
2.000000000000000000e+00,3.500000000000000000e+01,9.000000000000000000e+00,8.400000000000000000e+01,9.300000000000000000e+01,5.090000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,9.999900000000000000e+04,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
3.000000000000000000e+00,3.500000000000000000e+01,7.500000000000000000e+01,1.500000000000000000e+02,1.830000000000000000e+02,5.990000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,9.999900000000000000e+04,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00
4.000000000000000000e+00,3.500000000000000000e+01,1.290000000000000000e+02,2.040000000000000000e+02,2.700000000000000000e+02,7.600000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,9.999900000000000000e+04,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00
5.000000000000000000e+00,3.500000000000000000e+01,1.400000000000000000e+01,8.900000000000000000e+01,9.800000000000000000e+01,5.100000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
6.000000000000000000e+00,3.500000000000000000e+01,2.900000000000000000e+01,1.040000000000000000e+02,1.170000000000000000e+02,5.520000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
7.000000000000000000e+00,3.500000000000000000e+01,3.000000000000000000e+01,1.050000000000000000e+02,1.180000000000000000e+02,5.500000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
8.000000000000000000e+00,3.500000000000000000e+01,3.000000000000000000e+01,1.050000000000000000e+02,1.160000000000000000e+02,5.420000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
9.000000000000000000e+00,3.500000000000000000e+01,2.600000000000000000e+01,1.010000000000000000e+02,1.120000000000000000e+02,5.280000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,9.999900000000000000e+04,1.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
1.000000000000000000e+01,3.500000000000000000e+01,1.460000000000000000e+02,2.210000000000000000e+02,2.800000000000000000e+02,7.420000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,9.999900000000000000e+04,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00
